Date,MGP,BUFF,NTNX,TRVG,TWLO,USFD,VVV,ZTO
4/19/2016,21,,,,,,,
4/20/2016,22.01,,,,,,,
4/21/2016,21.76,,,,,,,
4/22/2016,22,,,,,,,
4/25/2016,22.08,,,,,,,
4/26/2016,22.389999,,,,,,,
4/27/2016,22.34,,,,,,,
4/28/2016,22.26,,,,,,,
4/29/2016,22.07,,,,,,,
5/2/2016,22.02,,,,,,,
5/3/2016,22.35,,,,,,,
5/4/2016,22.5,,,,,,,
5/5/2016,22.65,,,,,,,
5/6/2016,22.790001,,,,,,,
5/9/2016,22.9,,,,,,,
5/10/2016,22.91,,,,,,,
5/11/2016,22.83,,,,,,,
5/12/2016,22.77,,,,,,,
5/13/2016,22.74,,,,,,,
5/16/2016,22.99,,,,,,,
5/17/2016,22.98,,,,,,,
5/18/2016,22.889999,,,,,,,
5/19/2016,22.780001,,,,,,,
5/20/2016,22.809999,,,,,,,
5/23/2016,22.73,,,,,,,
5/24/2016,22.620001,,,,,,,
5/25/2016,22.799999,,,,,,,
5/26/2016,22.75,,,,,24.91,,
5/27/2016,23.030001,,,,,25.030001,,
5/31/2016,23,,,,,24.99,,
6/1/2016,23.809999,,,,,25.35,,
6/2/2016,23.92,,,,,25.280001,,
6/3/2016,24.25,,,,,25.290001,,
6/6/2016,24.35,,,,,25.309999,,
6/7/2016,25.450001,,,,,25.4,,
6/8/2016,25.120001,,,,,25.219999,,
6/9/2016,25.48,,,,,24.950001,,
6/10/2016,25.469999,,,,,24.719999,,
6/13/2016,24.74,,,,,24.280001,,
6/14/2016,25.02,,,,,23.67,,
6/15/2016,24.99,,,,,23.99,,
6/16/2016,26,,,,,23.74,,
6/17/2016,26.9,,,,,23.959999,,
6/20/2016,26.870001,,,,,23.559999,,
6/21/2016,26.48,,,,,23.889999,,
6/22/2016,25.690001,,,,,23.57,,
6/23/2016,25.219999,,,,28.790001,23.18,,
6/24/2016,24.73,,,,26.299999,23.34,,
6/27/2016,24.68,,,,27.25,23.76,,
6/28/2016,25.139999,,,,29.92,24.23,,
6/29/2016,25.969999,,,,37.080002,24.389999,,
6/30/2016,26.68,,,,36.5,24.24,,
7/1/2016,26.43,,,,34.029999,24.48,,
7/5/2016,26.629999,,,,34.040001,24.209999,,
7/6/2016,26.9,,,,37.93,24.950001,,
7/7/2016,26.440001,,,,36.509998,25.02,,
7/8/2016,26.780001,,,,35.540001,25.08,,
7/11/2016,26.559999,,,,37.299999,25.4,,
7/12/2016,26.969999,,,,38.299999,25.43,,
7/13/2016,26.65,,,,42.25,25.5,,
7/14/2016,26.48,,,,41.75,25.41,,
7/15/2016,26.49,,,,43,24.92,,
7/18/2016,26.120001,,,,41.029999,25.299999,,
7/19/2016,26.719999,,,,39.07,25.290001,,
7/20/2016,26.700001,,,,41.73,25.440001,,
7/21/2016,26.879999,,,,40.119999,25.48,,
7/22/2016,26.98,,,,40.810001,25.1,,
7/25/2016,26.790001,,,,40.75,24.85,,
7/26/2016,26.549999,,,,40.389999,24.65,,
7/27/2016,26.549999,,,,42.540001,24.049999,,
7/28/2016,26.77,,,,42.169998,24.26,,
7/29/2016,27.110001,,,,40.630001,24.16,,
8/1/2016,26.74,,,,39.330002,24.02,,
8/2/2016,26.24,,,,37.93,24.030001,,
8/3/2016,26.200001,,,,38.549999,24.07,,
8/4/2016,26.620001,,,,40.59,23.700001,,
8/5/2016,26.530001,,,,41.490002,23.709999,,
8/8/2016,26.620001,,,,42.5,23.65,,
8/9/2016,26.34,,,,43.009998,24.219999,,
8/10/2016,26.1,,,,43.630001,23.99,,
8/11/2016,25.889999,,,,48.709999,23.799999,,
8/12/2016,26.280001,,,,53.290001,24.040001,,
8/15/2016,26.110001,,,,58.470001,24.540001,,
8/16/2016,26.110001,,,,59.34,24.35,,
8/17/2016,26.32,,,,58.860001,23.870001,,
8/18/2016,26.01,,,,54.400002,24.040001,,
8/19/2016,25.959999,,,,54.880001,24.65,,
8/22/2016,26.059999,,,,58.650002,25,,
8/23/2016,26.08,,,,56.080002,24.950001,,
8/24/2016,25.76,,,,53.599998,24.51,,
8/25/2016,25.549999,,,,51.93,24.76,,
8/26/2016,25.74,,,,54.25,24.76,,
8/29/2016,25.610001,,,,53.82,24.35,,
8/30/2016,25.33,,,,53.799999,24.190001,,
8/31/2016,25.219999,,,,53.619999,24.25,,
9/1/2016,25.25,,,,54.380001,24.17,,
9/2/2016,25.629999,,,,57.619999,24.75,,
9/6/2016,26.23,,,,59.18,24.709999,,
9/7/2016,26.139999,,,,56.630001,24.530001,,
9/8/2016,25.889999,,,,57.450001,23.99,,
9/9/2016,25.040001,,,,56,23.440001,,
9/12/2016,25.01,,,,56.700001,23.51,,
9/13/2016,24.32,,,,53.970001,23.26,,
9/14/2016,24.41,,,,53.119999,23.58,,
9/15/2016,25.27,,,,54,23.43,,
9/16/2016,25.32,,,,56.75,22.99,,
9/19/2016,25.4,,,,57.279999,23.120001,,
9/20/2016,25.129999,,,,56.759998,23.15,,
9/21/2016,26.1,,,,61.700001,23.280001,,
9/22/2016,26.190001,,,,64.919998,23.52,,
9/23/2016,26.18,,,,64.07,23.77,23.1,
9/26/2016,26.440001,,,,64.239998,23.469999,23.98,
9/27/2016,26.690001,,,,68.220001,23.41,23.68,
9/28/2016,26.6,,,,68.970001,23.83,23.85,
9/29/2016,25.950001,,,,68.720001,23.43,23.5,
9/30/2016,26.07,,37,,64.360001,23.610001,23.49,
10/3/2016,26.059999,,44.459999,,65.019997,23.57,23.209999,
10/4/2016,25.629999,,38.09,,60.939999,23.49,23.129999,
10/5/2016,25.030001,,36.18,,61.470001,23.32,23,
10/6/2016,24.74,,36.700001,,60.689999,23.24,23.07,
10/7/2016,24.52,,38.150002,,60.580002,23.34,22.75,
10/10/2016,24.889999,,34.810001,,52.02,23.32,23.09,
10/11/2016,24.530001,,32.009998,,52.439999,23.030001,22.98,
10/12/2016,24.9,,32.5,,50.799999,23.01,23.200001,
10/13/2016,25.41,,34.700001,,47.240002,22.860001,23.15,
10/14/2016,25.16,,33.150002,,46.110001,22.93,23.280001,
10/17/2016,25.379999,,30.65,,44.450001,22.92,23.110001,
10/18/2016,25.92,,30.74,,47.77,22.92,22.780001,
10/19/2016,25.99,,29.99,,46.509998,23.02,22.299999,
10/20/2016,25.9,,28.5,,44.139999,23.049999,22.1,
10/21/2016,25.75,25.299999,29.209999,,41.060001,22.92,21.57,
10/24/2016,25.5,25.52,29.77,,40.73,22.99,21.35,
10/25/2016,25.379999,25.120001,29.15,,38.599998,22.860001,21.07,
10/26/2016,25.74,25.299999,28.76,,39.240002,22.719999,20.709999,
10/27/2016,25.25,25.34,27.43,,37.259998,22.51,20.4,16.57
10/28/2016,25.67,25.200001,24.84,,35.419998,22.799999,20.59,16.99
10/31/2016,26.32,25.07,24.5,,34.119999,22.6,20.4,16.93
11/1/2016,25.700001,24.85,24.16,,35.880001,22.469999,20.059999,16
11/2/2016,25.309999,24.58,24.549999,,34.150002,22.66,20.1,16
11/3/2016,25.01,24.67,23.9,,32.599998,22.379999,20.33,15.99
11/4/2016,24.98,24.700001,24.129999,,31.57,22.440001,20.68,15.2
11/7/2016,25.5,25.110001,23.370001,,30.52,23.08,20.790001,15.43
11/8/2016,25.450001,25.194,26.889999,,31.41,23.459999,21.030001,15.44
11/9/2016,25.02,26.167,28.92,,31.809999,23.33,19.799999,14.32
11/10/2016,24.450001,26.75,27.25,,31.5,23.049999,18.93,14.5
11/11/2016,24.379999,26.540001,28.27,,31.559999,23.5,18.9,14.58
11/14/2016,23.950001,26.98,28.200001,,31.389999,23.879999,19.610001,14.29
11/15/2016,23.950001,27.389999,32.450001,,34.73,23.85,19.84,14.48
11/16/2016,23.84,27.129999,32.779999,,37.049999,24,20.280001,14.61
11/17/2016,23.799999,27.259001,31.200001,,35.209999,23.6,20.93,15.26
11/18/2016,24.129999,27.33,34.689999,,36.880001,23.129999,21.49,16.299999
11/21/2016,24.370001,27.733,33.66,,36.799999,23.200001,21.5,15.89
11/22/2016,24.959999,27.76,33.110001,,37.389999,23.58,21,15.07
11/23/2016,24.610001,27.968,34.130001,,35.68,23.459999,21,15.32
11/25/2016,25.040001,27.851999,34,,35.07,23.75,21.09,15.9
11/28/2016,25.1,27.51,33.34,,33.849998,23.209999,21.139999,15.81
11/29/2016,25.08,27.296,34.09,,33.610001,23.299999,21.219999,15.63
11/30/2016,24,28.26,32,,33.919998,22.860001,20.99,15.13
12/1/2016,24.08,28.280001,27.6,,31.870001,22.629999,20.280001,14.61
12/2/2016,24.129999,28.27,27.77,,30.379999,23.32,19.98,13.83
12/5/2016,24.780001,28.629999,27.98,,30.73,23.690001,19.91,13.48
12/6/2016,24.6,28.91,27.5,,32.139999,24.120001,19.799999,13.58
12/7/2016,24.610001,29.26,27.1,,31.02,24.52,20.24,13.56
12/8/2016,24.77,29.540001,27.549999,,30.6,24.6,19.959999,14.46
12/9/2016,24.6,29.52,27.42,,29.34,25.459999,20.540001,14.13
12/12/2016,24.469999,29.18,26.120001,,29.23,25.370001,20.889999,13.36
12/13/2016,24.5,29.280001,25,,29.27,25.6,21.190001,12.83
12/14/2016,24.18,28.860001,25.280001,,29.51,25.549999,20.559999,13.17
12/15/2016,24.18,29.040001,28.639999,,29.65,26.110001,20.73,12.91
12/16/2016,24.43,28.889999,28.74,11.85,29.25,26.9,20.6,12.64
12/19/2016,24.6,28.9,28.629999,12.15,29.15,26.889999,20.719999,12.67
12/20/2016,24.610001,29.02,29.41,11.81,29.92,26.73,20.809999,13.09
12/21/2016,24.559999,29.011,28.540001,11.8,34.59,26.76,21.190001,13.16
12/22/2016,24.82,28.889999,28.950001,11.71,31.709999,26.940001,21.299999,12.91
12/23/2016,25.51,28.969999,28.469999,11.83,32.220001,26.940001,21.59,12.57
12/27/2016,25.120001,29.129999,28.6,11.7,32.610001,27,21.92,12.59
12/28/2016,24.76,28.68,27.209999,11.59,30.209999,26.950001,21.610001,12.31
12/29/2016,24.9,28.472,26.18,11.66,29.27,27.25,21.5,12.44
12/30/2016,25.309999,28.459999,26.559999,11.75,28.85,27.48,21.5,12.07
1/3/2017,25.15,28.799999,26.309999,12.14,26.5,27.540001,21.49,12.19
1/4/2017,25.799999,29.219999,28.120001,12.16,27.51,27.49,21.17,12.27
1/5/2017,25.700001,29.15,26.74,12.09,28.1,27.360001,21.6,12.97
1/6/2017,25.6,29.219999,27.709999,11.91,27.629999,27.07,21.469999,13.34
1/9/2017,25.48,28.959999,29.35,11.89,28.1,27.1,21.67,13
1/10/2017,25.379999,29.059,29.18,11.84,27.790001,26.959999,21.950001,13.53
1/11/2017,25,29.24,29.959999,11.8,27.940001,27.01,21.92,13.65
1/12/2017,25.07,29.040001,30.17,11.52,27.879999,26.65,21.99,13.26
1/13/2017,25.07,29.110001,30.459999,11.77,27.959999,26.5,22.360001,12.84
1/17/2017,25.08,28.889,30.049999,11.71,27.85,26.17,22.360001,12.92
1/18/2017,25,28.879999,28.17,11.65,27.59,26.379999,22.290001,13.21
1/19/2017,24.82,28.719999,28.280001,11.67,28.559999,25.77,21.940001,13.57
1/20/2017,25.01,28.832001,28.35,11.5,28.379999,26.07,22.059999,13.6
1/23/2017,25.049999,28.77,30.049999,11.41,28.5,25.780001,21.889999,13.46
1/24/2017,25.23,29.309999,30.18,11.23,28.73,25.940001,22.18,13.29
1/25/2017,25.299999,29.559999,31.66,11.53,29.049999,26.26,22.4,12.89
1/26/2017,25.08,29.559999,30.26,11.34,29.85,26.57,22.49,12.31
1/27/2017,25.309999,29.43,30.309999,11.12,29.440001,26.790001,23.66,12.42
1/30/2017,25.530001,29.02,29.219999,11.35,29.01,27.16,23.65,12.34
1/31/2017,25.82,28.92,30.27,11.6,28.83,27.200001,23.15,12.47
2/1/2017,25.75,29.030001,29.01,11.48,30.049999,27.1,22.76,12.77
2/2/2017,25.889999,28.969999,29.309999,11.43,30.1,27.25,22.629999,12.53
2/3/2017,26.01,29.336,31.52,11.45,31.370001,27.27,23.059999,12.24
2/6/2017,25.67,29.16,31.02,11.55,31.82,26.98,23.379999,12.39
2/7/2017,25.610001,28.972,30.41,11.48,30.959999,27.01,23.209999,12.64
2/8/2017,25.610001,28.879999,31.65,11.44,31.440001,26.83,23.34,12.58
2/9/2017,25.5,29.299999,32,11.51,32.810001,27.24,23.25,12.26
2/10/2017,25.48,29.51,32.130001,12.38,31.959999,27.469999,23.4,12.41
2/13/2017,25.66,29.660999,32.200001,13.03,34.900002,27.5,23.85,13.04
2/14/2017,25.629999,29.870001,32.139999,13.52,33.650002,27.190001,23.870001,13.08
2/15/2017,25.639999,30.01,33.099998,13.3,33.419998,27.200001,23.719999,14.27
2/16/2017,25.6,29.719999,31.959999,13.57,33.169998,26.950001,23.74,13.99
2/17/2017,25.57,29.68,31.469999,13.86,32.349998,27.620001,23.360001,14.01
2/21/2017,25.540001,29.9,31.809999,13.29,31.959999,27.629999,23.23,14.23
2/22/2017,25.299999,29.639999,30.84,13.03,32.16,27.809999,22.879999,14.42
2/23/2017,25.42,29.51,30.15,12.98,31.67,27.629999,22.799999,14.11
2/24/2017,25.360001,29.280001,29.82,12.85,32.259998,27.83,22.700001,14.15
2/27/2017,25.450001,29.58,30.120001,12.06,32.639999,27.860001,22.6,14.57
2/28/2017,25.42,29.360001,29.99,11.71,31.719999,27.549999,22.42,12.89
3/1/2017,25.27,30,30.73,11.54,32.32,27.620001,23.139999,13.1
3/2/2017,25.41,29.950001,31.120001,11.73,31.030001,27.559999,22.870001,13
3/3/2017,25.98,29.85,23,12.34,29.809999,27.530001,22.879999,13.02
3/6/2017,26.030001,29.790001,21.309999,12.08,30.889999,27.49,22.389999,12.96
3/7/2017,25.889999,29.75,21.389999,11.94,30.74,27.309999,22.450001,12.29
3/8/2017,25.49,29.559999,21.200001,12.15,31.08,27.34,22.309999,12.19
3/9/2017,25.58,29.6,21.49,11.96,31.32,27.440001,22.24,11.57
3/10/2017,25.77,29.75,21.299999,12.48,31.23,27.26,22.32,11.23
3/13/2017,25.66,29.76,20.73,12.23,32.07,26.92,22.809999,11.96
3/14/2017,25.49,29.73,20.559999,12.03,31.07,27.02,22.6,12.45
3/15/2017,25.82,30.040001,20.27,12,31.299999,26.92,22.83,13.1
3/16/2017,25.83,29.91,20.6,11.94,31.41,26.950001,22.969999,12.88
3/17/2017,26.309999,29.99,20.41,12.13,31.030001,26.940001,24.030001,12.69
3/20/2017,26.129999,29.969999,20.32,12.16,31.200001,26.77,23.700001,12.79
3/21/2017,25.92,29.834999,19.809999,12.31,29.6,26.67,23.360001,12.5
3/22/2017,26.07,29.85,19.67,12.5,29.17,26.92,23.75,12.5
3/23/2017,26.139999,29.85,19.370001,12.25,29.049999,27.1,23.76,12.45
3/24/2017,26.280001,29.68,19.5,12.18,29.190001,27.4,23.84,12.67
3/27/2017,26.32,29.65,19.780001,12.24,29.629999,27.370001,23.93,12.63
3/28/2017,26.66,29.77,19.92,12.28,29.27,27.67,24.02,12.88
3/29/2017,26.42,29.677999,18.77,12.77,28.780001,27.540001,24.040001,13.27
3/30/2017,26.379999,29.709999,19.15,12.88,28.620001,27.780001,24.41,13.01
3/31/2017,27.049999,29.68,18.77,13.03,28.870001,27.98,24.549999,13.09
4/3/2017,26.940001,29.58,18.15,12.96,28.690001,27.709999,24.66,12.3
4/4/2017,27.26,29.6,17.65,13.02,27.27,27.6,24.02,12.41
4/5/2017,27.379999,29.6,17.459999,12.81,26.93,27.57,24.139999,12.4
4/6/2017,27.639999,29.65,18.280001,13.02,26.93,27.58,24.030001,12.06
4/7/2017,27.870001,29.549999,18.629999,13.13,28.17,27.559999,23.940001,11.97
4/10/2017,27.85,29.67,18.58,13.02,28.469999,27.860001,23.75,12.39
4/11/2017,27.92,29.700001,18.08,12.93,29.35,27.59,23.83,12.63
4/12/2017,27.92,29.68,17.690001,13.04,29.559999,27.58,23.799999,12.56
4/13/2017,27.99,29.549999,17.209999,12.76,30.290001,27.379999,23.48,12.63
4/17/2017,28.27,29.77,17.190001,13.23,30.799999,27.209999,23.6,13.02
4/18/2017,28.41,29.799999,17.15,13.95,30.799999,27.26,23.6,12.65
4/19/2017,28.209999,29.690001,16.440001,13.99,31.76,27.290001,23.559999,12.76
4/20/2017,28.450001,29.809999,16.42,14.48,31.629999,27.700001,23.24,12.82
4/21/2017,28.4,29.799999,16.280001,14.33,30.82,27.530001,22.610001,13.01
4/24/2017,28.129999,30.02,16.08,15.02,30.93,27.6,22.82,13.08
4/25/2017,27.98,30.09,16.299999,14.99,31.93,27.75,23.280001,13.23
4/26/2017,28.200001,30.040001,15.7,15.08,32.240002,28.02,22.75,13.41
4/27/2017,28.58,30.040001,15.63,15.22,32.84,28.459999,22.280001,13.59
4/28/2017,28.620001,29.91,15.19,17.120001,33.049999,28.200001,22.25,13.93
5/1/2017,28.620001,29.84,14.46,18.040001,34.389999,28.34,22.299999,13.5
5/2/2017,28.700001,29.809999,15.82,18.4,33.939999,28.33,22.719999,14.01
5/3/2017,28.24,29.83,15.3,17.389999,25.01,28.33,22.43,13.7
5/4/2017,28.08,30.01,15.43,17.190001,24.959999,28.51,22.450001,13.84
5/5/2017,28.620001,30.16,16.290001,17.01,23.969999,28.99,23.030001,13.82
5/8/2017,28.27,30.030001,16.6,17.09,23.84,28.690001,23.24,14.11
5/9/2017,27.809999,29.962999,16.27,18.440001,23.17,28.799999,23.379999,14.55
5/10/2017,27.889999,30,16.74,18.639999,23.450001,28,23.610001,14.03
5/11/2017,27.75,29.907,16.41,18.299999,23.299999,28.389999,23.02,14.08
5/12/2017,27.66,29.903999,16.360001,17.83,24,28.6,22.65,14.6
5/15/2017,27.700001,30.01,17,19.959999,24.299999,28.790001,22.959999,14.35
5/16/2017,27.73,29.91,16.940001,20.51,24.879999,28.92,23.51,14.27
5/17/2017,27.91,29.790001,16.15,19.32,24.809999,28.73,23.110001,14.05
5/18/2017,28.280001,29.879999,16,19.58,24.370001,28.620001,22.950001,13.3
5/19/2017,28.219999,30.040001,16,19.01,25.16,28.6,22.610001,14
5/22/2017,28.459999,30.24,17.5,18.5,24.959999,29.360001,22.309999,14.49
5/23/2017,28.120001,30.278999,17.02,18.299999,25.559999,29.450001,22.43,14.44
5/24/2017,27.959999,30.440001,17.450001,19.379999,26.049999,29.379999,22.26,14.5
5/25/2017,27.9,30.58,17.57,19.35,25,29.540001,22.139999,14.26
5/26/2017,27.99,30.629999,19.59,19.370001,25.01,29.809999,22.23,14.33
5/30/2017,28,30.674999,18.139999,19.120001,24.5,29.92,22.059999,14.14
5/31/2017,28.15,30.780001,18.65,18.82,24.309999,29.959999,22.370001,14.29
6/1/2017,28.219999,30.931999,18.58,19,24.15,30.57,22.66,14.69
6/2/2017,28.040001,31.08,18.58,19.200001,24.85,30.389999,22.41,14.59
6/5/2017,27.99,31.01,18.67,18.66,24.950001,30.23,22.15,14.65
6/6/2017,27.59,30.9,18.440001,18.629999,25.540001,30.1,22.16,14.6
6/7/2017,28.1,30.940001,18.6,19.18,25.25,30,22.66,14.76
6/8/2017,28.57,30.799999,17.879999,19.129999,25.49,29.700001,22.76,14.47
6/9/2017,28.629999,30.860001,17.48,18.799999,24.639999,29.799999,23.15,14.53
6/12/2017,28.610001,30.837999,17.280001,18.459999,24.77,29.280001,23.629999,14.65
6/13/2017,28.719999,30.996,17.950001,18.799999,25.49,29.6,23.76,14.89
6/14/2017,28.780001,31.1,17.440001,18.51,25.709999,29.780001,23.85,14.79
6/15/2017,28.950001,31.190001,17.459999,18.49,25.85,29.35,23.57,14.21
6/16/2017,29.049999,31.209999,17.665001,18.299999,26.870001,28.49,23.66,14.32
6/19/2017,29.23,31.299999,18.360001,18.99,28.370001,28.200001,23.559999,14.3
6/20/2017,29.24,31.15,18.25,18.85,27.690001,27.879999,23.360001,14.16
6/21/2017,29.15,31.01,18.34,19.4,28.32,27.950001,23.540001,14
6/22/2017,28.959999,30.98,18.5,19.91,28.75,27.6,23.84,14.26
6/23/2017,29.379999,30.872,19.309999,20.860001,29.709999,26.67,23.9,14.34
6/26/2017,29.530001,30.868999,19.75,20.549999,28.940001,27.16,24.18,14.44
6/27/2017,29.58,30.66,18.639999,20.389999,28.6,26.959999,23.790001,13.93
6/28/2017,29.6,30.77,20.360001,20.950001,29.5,27.219999,24.01,14.01
6/29/2017,28.879999,30.43,19.93,22.77,29,26.799999,23.59,14.03
6/30/2017,29.190001,30.58,20.15,23.66,29.110001,27.219999,23.719999,13.96
7/3/2017,28.530001,30.51,19.24,20.790001,28.969999,26.91,23.43,14.16
7/5/2017,28.26,30.51,19.5,22.030001,29.07,26.83,23.200001,14.67
7/6/2017,28.35,30.294001,18.690001,22.32,28.309999,26.48,22.969999,14.69
7/7/2017,29.040001,30.450001,19.120001,22.09,28.43,26.780001,22.77,14.45
7/10/2017,28.389999,30.405001,19.16,21.549999,28.75,26.709999,22.700001,14.78
7/11/2017,28.700001,30.379999,19.120001,21.719999,29.32,27,22.91,15.01
7/12/2017,28.469999,30.530001,19.530001,22.18,29.459999,27.370001,23.129999,15.3
7/13/2017,28.559999,30.540001,20.27,22.73,29.48,27.59,23.02,15.64
7/14/2017,28.41,30.66,22.120001,22.58,29.23,27.9,22.879999,15.94
7/17/2017,28.629999,30.65,22.75,22.309999,30.450001,27.969999,22.57,15.05
7/18/2017,28.530001,30.690001,23.57,23.719999,30.41,27.780001,22.6,15.26
7/19/2017,28.969999,30.790001,24.41,24.07,31.49,28,23.01,15.56
7/20/2017,28.790001,30.82,24.049999,23.209999,31.059999,27.84,23.15,15.68
7/21/2017,28.940001,30.83,23.73,22.639999,30.93,28.129999,23.15,15.04
7/24/2017,29.25,30.768,23.360001,22.629999,30.99,28.219999,22.98,15.24
7/25/2017,29.450001,30.76,23.73,23.02,31.4,28.32,23.200001,15.11
7/26/2017,29.879999,30.75,22.969999,23.27,31.5,28.280001,22.950001,15.25
7/27/2017,29.57,30.826,21.82,23.52,30.15,28.129999,22.73,14.95
7/28/2017,29.549999,30.860001,21.74,22.719999,29.91,28.09,22.709999,14.71
7/31/2017,29.93,30.937,21.245001,21.27,29.17,28.15,22.67,14.98
8/1/2017,29.99,30.98,21.440001,21.280001,28.99,28.209999,22.719999,14.6
8/2/2017,29.879999,30.959999,21.190001,21.389999,28.4,28.389999,22.799999,14.25
8/3/2017,29.620001,31.059999,20.99,21.4,28.85,28.200001,22.33,14.42
8/4/2017,29.469999,31,21.42,17.42,29.209999,28.389999,22.32,14.59
8/7/2017,29.91,31.051001,22.16,17.219999,30.530001,28.469999,22.309999,15.03
8/8/2017,29.76,30.959999,21.93,16.6,33.580002,28.610001,22.309999,14.92
8/9/2017,29.85,31.01,21.91,16.629999,33,27.299999,22.32,14.32
8/10/2017,29.75,30.85,20.700001,16.08,30.280001,26.959999,22.139999,14.07
8/11/2017,29.82,30.780001,21.48,16.41,31.379999,26.790001,22.129999,13.25
8/14/2017,30.23,31.059999,22.059999,16.440001,31.41,26.77,22.290001,13.67
8/15/2017,30.450001,31.131001,21.32,16.32,31,26.75,22.02,13.62
8/16/2017,30.83,31.242001,21.73,15.9,31.059999,26.83,22.139999,13.45
8/17/2017,30.6,30.940001,21.84,15.22,30.32,26.709999,21.85,13.36
8/18/2017,30.17,30.882,21.91,15.12,29.91,26.620001,21.549999,13.73
8/21/2017,30.450001,30.937,21.559999,15.1,29.209999,26.639999,21.35,13.9
8/22/2017,30.440001,31.129999,21.85,15.59,29.049999,27.23,21.58,14.01
8/23/2017,30.219999,31.1,21.73,15.45,28.98,27.32,21.43,13.14
8/24/2017,30.32,30.969999,21.9,15.26,29.32,27.110001,21.25,13.57
8/25/2017,30.43,31.059999,21.950001,14.8,28.93,27.4,21.379999,13.49
8/28/2017,30.24,30.988001,22.200001,14.77,28.59,27.08,21.450001,13.29
8/29/2017,30.17,31.044001,22.190001,14.86,28.99,26.950001,21.299999,13.43
8/30/2017,30.200001,31.049999,21.9,15.54,29.23,27.299999,21.35,13.61
8/31/2017,30.6,31.120001,22,15.5,29.280001,27.450001,21.290001,13.65
9/1/2017,30.67,31.125,22,15.51,28.959999,27.76,21.41,13.8
9/5/2017,30.700001,30.889999,21.299999,14.935,29.35,27.440001,21.17,13.54
9/6/2017,30.98,30.959999,22.48,12.49,29.879999,27.26,21.24,13.9
9/7/2017,31.09,30.917,22.16,11.51,29.73,27.290001,21.860001,13.91
9/8/2017,31.219999,31.117001,21.73,10.96,29.77,27.1,22.049999,13.9
9/11/2017,31.68,31.438999,22.049999,11.4,30.65,27.15,22.219999,14.29
9/12/2017,31.059999,31.360001,21.950001,11.44,30.23,27.700001,22.33,14.29
9/13/2017,31.09,31.294001,21.49,11.2,30.620001,28.01,22.299999,14.21
9/14/2017,30.51,31.285,21.610001,11.14,31.040001,27.07,22.690001,14.93
9/15/2017,30.73,31.361,21.559999,11.1,30.879999,27.190001,22.49,15.07
9/18/2017,30.85,31.389999,22.73,11.1,31.139999,27.35,22.73,14.89
9/19/2017,30.870001,31.4,22,10.99,31.040001,27.25,23.120001,15.17
9/20/2017,30.82,31.43,23,10.89,30.51,27.299999,22.860001,14.99
9/21/2017,30.780001,31.34,23.459999,10.74,30.5,27.01,22.91,14.96
9/22/2017,30.77,31.32,24.5,10.7,30.83,26.83,23.200001,14.84
9/25/2017,31.01,31.200001,23.18,10.98,29.469999,26.68,23.27,14.64
9/26/2017,31.07,31.17,23.49,11.21,27.52,26.969999,23.389999,14.24
9/27/2017,30.719999,31.18,23.129999,10.97,29.139999,26.9,23.4,14.29
9/28/2017,30.18,31.197001,22.43,10.93,29.68,26.809999,23.59,14.01
9/29/2017,30.209999,31.27,22.389999,10.85,29.85,26.700001,23.450001,14.04
10/2/2017,29.870001,31.389999,23.51,10.81,30.870001,26.6,23.700001,14.29
10/3/2017,29.610001,31.559999,23.17,10.96,31.57,26.5,23.860001,13.81
10/4/2017,29.870001,31.57,22.85,11.46,31.370001,26.76,23.9,13.48
10/5/2017,29.92,31.639999,23.200001,11.17,32.16,27.110001,24.139999,13.84
10/6/2017,30.02,31.559999,23.139999,11.24,32.349998,27.129999,24.139999,13.61
10/9/2017,29.879999,31.620001,23.309999,10.89,32.23,26.91,24.15,13.58
10/10/2017,29.809999,31.657,25.610001,10.85,32.130001,27.059999,24.16,14.34
10/11/2017,29.700001,31.639999,26.66,10.6,32.669998,27.059999,24.1,15.08
10/12/2017,29.620001,31.610001,25.809999,10.75,32.119999,27,23.93,15.56
10/13/2017,29.190001,31.705,26.620001,10.9,32.580002,26.959999,24.07,15.63
10/16/2017,29.16,31.865,26.540001,10.96,31.940001,27.290001,24.030001,15.29
10/17/2017,29.41,31.674999,26.309999,10.81,31.74,27.33,24.049999,14.96
10/18/2017,29.08,31.778,26.280001,10.81,31.610001,27.139999,23.870001,15.41
10/19/2017,29.4,31.700001,26.34,10.82,31.440001,27.4,24,15.33
10/20/2017,29.25,31.959999,26.67,10.89,32.619999,27.57,24.030001,15.6
10/23/2017,29.049999,31.858999,26.459999,10.64,31.85,27.52,24,15.38
10/24/2017,29.299999,32.051998,27.950001,10.76,31.9,27.41,24.24,15.57
10/25/2017,29.190001,31.605,27.23,8.34,31.27,27.200001,24.15,15.63
10/26/2017,29.139999,31.73,27.799999,7.93,31.389999,27.18,24.040001,15.54
10/27/2017,29.450001,31.719999,27.889999,7.57,31.99,27.139999,24,15.73
10/30/2017,29.200001,31.65,28.280001,7.42,31.879999,26.99,23.700001,15.93
10/31/2017,29.51,31.75,28.5,7.31,31.950001,27.280001,24.02,15.99
11/1/2017,29.75,31.709999,27.58,7.4,31.51,27.49,23.870001,16.92
11/2/2017,29.5,31.83,27.450001,8.67,30.34,27.59,23.809999,16.709999
11/3/2017,29.42,31.85,27.33,8.2,30.24,27.639999,23.84,16.58
