Date,ADT,BILI,DBX,GTES,IQ,PAGS,SPOT,WHD,ZS
4/23/2021,9.26,116.660004,26.254999,17.389999,15.6,45.709999,284.109985,28.709999,190.259995
4/26/2021,9.69,118.459999,26.559999,17.469999,15.73,47.57,298.019989,29.41,196.690002
4/27/2021,9.52,120.160004,26.370001,17.5,15.86,48.380001,292.920013,28.98,195.929993
4/28/2021,9.59,120.639999,26.540001,17.51,15.47,48.299999,256.839996,30.51,195.419998
4/29/2021,9.46,114.620003,26.24,17.52,15.08,46.470001,262.149994,30.620001,187.279999
4/30/2021,9.2,110.860001,25.700001,17.25,14.71,45.740002,252.119995,29.809999,187.639999
5/3/2021,9.42,106.129997,25.32,17.280001,15.06,44.860001,247.690002,31.33,180.589996
5/4/2021,9.23,106.339996,25.02,17.32,14.61,43.23,240.119995,32.009998,175.479996
5/5/2021,9.21,105.07,24.860001,17.25,14.21,43.07,239.5,33.299999,172.300003
5/6/2021,9.52,104.110001,24.530001,17.27,14.11,42.02,237.039993,34.049999,167.350006
5/7/2021,9.69,101.669998,24.700001,17.57,13.74,43.34,239.410004,35.990002,169.320007
5/10/2021,9.48,94.639999,25.43,17.610001,13.16,42.349998,228.210007,34.419998,165.770004
5/11/2021,9.46,97.849998,25.549999,17.469999,13.27,41.779999,228.009995,34.130001,170.690002
5/12/2021,9.5,93.900002,24.809999,17.26,13.16,39.619999,225.600006,34.740002,164.080002
5/13/2021,9.28,87.489998,24.440001,17.41,12.32,38.540001,217.070007,34.189999,160.919998
5/14/2021,9.3,96.870003,25.379999,17.85,12.84,40.98,223.589996,35.310001,165.339996
5/17/2021,9.18,98.239998,26.1,17.42,12.65,41.459999,223.330002,35.779999,163.279999
5/18/2021,9.5,101.059998,26.25,17.33,13.95,42,220.990005,34.709999,166.5
5/19/2021,9.64,102.459999,26.379999,17.25,13.38,43.110001,220.309998,33.889999,164.809998
5/20/2021,10.12,102.800003,26.780001,17.26,13.95,45.279999,228.679993,34.200001,170.729996
5/21/2021,10.2,102.43,26.719999,17.379999,13.93,46,229.139999,34.48,170.080002
5/24/2021,10.49,101.18,27.15,17.41,13.63,45.509998,234.059998,34.75,174.399994
5/25/2021,10.17,102.470001,26.73,17.1,13.96,46.77,236.759995,34.25,172.740005
5/26/2021,10.24,103.599998,27.41,17.469999,13.92,48.240002,238.389999,34.360001,194.199997
5/27/2021,10.37,104,27.77,18.129999,14.53,49.009998,240.259995,34.66,194.259995
5/28/2021,10.34,107.18,27.35,18.16,14.26,49.110001,241.570007,35.040001,194.199997
6/1/2021,10.45,113.529999,26.809999,18.35,14.78,48.66,241.729996,36.77,191.770004
6/2/2021,10.36,111.93,27.860001,18.18,14.42,50.900002,239.729996,39.240002,191.339996
6/3/2021,10.5,105.239998,28.200001,18.35,13.75,52.73,232.190002,40.290001,184.25
6/4/2021,11.04,108.93,28.5,18.799999,14.47,51.889999,236.169998,40.689999,185.800003
6/7/2021,11.12,104.629997,29.129999,18.4,14.14,51.970001,242.660004,40.720001,192.729996
6/8/2021,11.55,107.75,29.35,18.27,14.22,51.669998,242.509995,41.110001,194.649994
6/9/2021,11.51,107.040001,29.07,18.16,14.88,51.470001,237.699997,40.450001,195.990005
6/10/2021,11.52,112.209999,29.75,18.15,14.98,52.310001,247.190002,40.880001,204.910004
6/11/2021,11.63,111.410004,29.719999,18.43,14.54,52.509998,243.660004,41.029999,207.789993
6/14/2021,11.59,115.449997,29.52,18,15.56,53.130001,251.509995,40.790001,211.429993
6/15/2021,11.47,111.110001,29.23,18.07,14.84,51.529999,242.759995,42.91,207.389999
6/16/2021,11.49,111.449997,29.469999,17.91,14.97,52.310001,242.779999,43.740002,212.270004
6/17/2021,11.6,114.389999,29.209999,17.25,14.78,53.59,247.110001,40.43,215.139999
6/18/2021,10.9,118.379997,29.139999,17.09,14.61,55.099998,247.639999,38.470001,218.600006
6/21/2021,11.28,113.580002,29.280001,17.42,14.43,54.360001,245.600006,40.43,216.410004
6/22/2021,11.32,110.129997,29.559999,17.540001,14.8,55.049999,253.639999,39.32,219.610001
6/23/2021,10.75,114.360001,29.76,17.6,15.07,55.16,256.700012,38.669998,218.860001
6/24/2021,10.95,121.589996,29.84,17.93,15.6,56.360001,264.160004,38.490002,219.639999
6/25/2021,11.07,124.449997,30.209999,18.01,15.89,56.43,266.380005,38.560001,218.839996
6/28/2021,11.03,126.849998,30.309999,17.950001,15.69,55.529999,271.559998,36.240002,221.270004
6/29/2021,10.95,125.559998,30.450001,18.049999,15.74,56.360001,272.859985,36.400002,221.440002
6/30/2021,10.79,121.839996,30.309999,18.07,15.58,55.919998,275.589996,36.720001,216.059998
7/1/2021,10.89,121.110001,30.219999,18.040001,15.13,57.029999,268.630005,39.23,213.720001
7/2/2021,10.75,119.580002,30.68,17.889999,14.97,57.849998,267.829987,39.119999,214.779999
7/6/2021,10.7,108.660004,30.9,17.6,14.4,56.720001,263.519989,36.98,225
7/7/2021,10.48,103.980003,31.139999,17.809999,13.49,56.060001,259.040009,37.119999,227.899994
7/8/2021,10.35,100.199997,30.82,17.67,12.96,51.610001,256.149994,37.509998,227.169998
7/9/2021,10.64,106.739998,31.049999,18,13.19,53.59,262.829987,38.610001,227.789993
7/12/2021,10.67,106.980003,30.799999,18.219999,13.13,51.77,261.01001,38.93,227.970001
7/13/2021,10.54,110.379997,30.860001,18.09,13.15,52.02,263.850006,39.18,227.179993
7/14/2021,10.44,108.589996,30.5,17.950001,12.55,51.66,253.410004,37.73,224.509995
7/15/2021,10.35,110.120003,29.959999,17.82,12.73,50.77,247.970001,36.349998,219.309998
7/16/2021,10.18,109.010002,30.15,17.52,12.31,51.5,243.240005,35.91,221.160004
7/19/2021,10.06,108.480003,29.809999,16.889999,12.29,50.970001,241.809998,34.25,223.009995
