Date,SPY,SC,BABA,CFG,GPRO,JD,LC,PGRE,SHLX,SYF,WB
5/23/2019,282.14,20.620001,156,34.02,7.15,26.700001,15.4,14.26,21.32,34.75,45.389999
5/24/2019,282.78,22.58,155,34.439999,7.2,26.32,15.45,14.45,21.76,34.810001,43.66
5/28/2019,280.15,22.549999,154.809998,33.759998,6.78,26.290001,15.65,14.45,21.309999,34.599998,42.950001
5/29/2019,278.27,22.77,152.479996,33.950001,6.68,26.01,15.75,14.24,21.440001,34.369999,42.91
5/30/2019,279.03,22.559999,151.070007,33.52,6.44,26.35,15.45,14.22,20.98,34.23,42.02
5/31/2019,275.27,22.389999,149.259995,32.580002,6.3,25.76,15,14.25,21.030001,33.630001,41.52
6/3/2019,274.57,22.559999,149.910004,33.099998,6.12,25.76,14.5,14.1,21.129999,33.299999,41.110001
6/4/2019,280.53,23.18,154.149994,34.540001,6.14,26.799999,15,14.25,20.91,33.939999,42.889999
6/5/2019,282.96,23.139999,151.649994,34.310001,6.08,26.190001,14.9,14.46,20.629999,34.07,41.43
6/6/2019,284.80,23.16,151.5,34.41,5.93,26.24,14.8,14.6,20.139999,34.330002,41.25
6/7/2019,287.65,23.26,154.229996,33.860001,5.84,26.799999,14.55,14.67,20.309999,33.779999,42.400002
6/10/2019,288.97,23.25,159.850006,34.459999,5.92,27.26,14.8,14.61,20.370001,33.32,42.919998
6/11/2019,288.90,23.48,162.649994,34.84,6.02,28,14.65,14.59,19.870001,34.049999,44.200001
6/12/2019,288.39,23.34,160.039993,34.75,6,27.24,14.65,14.67,19.67,33.790001,42.41
6/13/2019,289.58,23.360001,160.330002,34.880001,5.88,27.540001,14.7,14.81,19.950001,33.98,42.43
6/14/2019,289.26,23.16,158.100006,34.970001,5.77,27.049999,14.2,14.76,19.889999,33.950001,41.41
6/17/2019,289.37,23.08,159.910004,34.380001,5.77,27.33,14.65,14.99,19.780001,34.009998,41.610001
6/18/2019,292.40,23.27,165.509995,35.290001,5.94,28.26,15.05,14.79,19.91,34.439999,43.240002
6/19/2019,293.06,23.43,165.460007,34.669998,5.97,28.66,14.95,14.9,19.889999,33.84,42.220001
6/20/2019,295.86,23.58,168.25,34.959999,5.85,29.120001,14.95,14.9,20.030001,34.240002,43.02
6/21/2019,294.00,23.530001,167.550003,34.790001,5.85,29.059999,14.25,14.65,20.129999,34.310001,43.209999
6/24/2019,293.64,23.280001,168.100006,34.459999,5.72,28.91,14.15,14.38,20.190001,33.990002,43.02
6/25/2019,290.76,23.370001,165.800003,34.34,5.67,28.5,13.8,14.22,19.91,33.900002,41.57
6/26/2019,290.47,23.440001,168.990005,34.389999,5.62,30.139999,14.15,13.56,20.200001,34.23,42.619999
6/27/2019,291.50,23.51,170.899994,34.77,5.52,30.290001,14.85,13.67,20.34,34.290001,43.900002
6/28/2019,293.00,23.959999,169.449997,35.360001,5.46,30.290001,16.4,14.01,20.719999,34.669998,43.549999
7/1/2019,295.66,24.809999,175.050003,35.599998,5.38,31.190001,15.5,13.94,20.73,35.07,43.939999
7/2/2019,296.43,25.049999,175.449997,35.02,5.38,31.450001,15.35,14.14,20.84,35.189999,44.259998
7/3/2019,298.80,25.41,174.669998,35.509998,5.44,31.5,15.25,14.17,21.18,35.529999,44.23
7/5/2019,298.46,25.5,173.300003,35.889999,5.55,31.030001,15.35,14.22,21.549999,35.610001,43.919998
7/8/2019,296.82,25.34,168.449997,35.599998,5.59,30.57,14.46,14.2,21.389999,35.700001,42.48
7/9/2019,297.19,25.42,168.800003,35.990002,5.64,30.75,16.1,14.27,20.879999,35.759998,43.209999
7/10/2019,298.61,25.530001,166.929993,34.990002,5.62,30.709999,16.040001,14.37,21.209999,35.52,42.330002
7/11/2019,299.31,25.799999,166.550003,35.560001,5.57,30.51,16.48,14.17,21.43,35.639999,42.23
7/12/2019,300.65,25.959999,169.070007,35.75,5.48,31.08,16.25,14.09,21.219999,35.959999,42.360001
7/15/2019,300.75,25.6,173.5,35.080002,5.51,31.030001,16.030001,14.03,21.190001,35.84,43.049999
7/16/2019,299.78,25.549999,174.190002,34.939999,5.46,30.719999,15.77,13.92,21.5,36.029999,41.57
7/17/2019,297.74,25.25,174.820007,34.349998,5.31,30.709999,15.69,13.89,21.219999,35.540001,40.860001
7/18/2019,298.83,25.709999,172.800003,34.619999,5.05,30.58,15.68,13.9,21.25,36.09,39.799999
7/19/2019,297.17,25.4,172.990005,36.830002,5.03,30.99,15.23,13.66,21.370001,35.049999,40.389999
7/22/2019,297.90,25.25,174,36.580002,5.11,30.66,14.39,13.53,21.719999,35.34,39.700001
7/23/2019,300.03,25.719999,178.089996,37.16,5.16,31.85,14.63,13.84,21.6,36.080002,40.889999
7/24/2019,301.44,27.51,178.669998,37.619999,5.22,32.200001,14.98,13.89,21.58,36.59,41.279999
7/25/2019,300.00,27.48,177.289993,37.02,5.4,31.83,14.46,13.84,21.68,36.509998,40.240002
7/26/2019,302.01,27.4,178.740005,37.68,5.4,31.549999,14.76,13.83,21.66,36.599998,40.07
7/29/2019,301.46,27.26,177.020004,37.529999,5.36,31.389999,14.62,13.83,21.700001,36.349998,40.16
7/30/2019,300.72,27.440001,174.100006,37.639999,5.4,30.42,14.69,13.92,21.700001,36.189999,39.919998
7/31/2019,297.43,26.91,173.110001,37.259998,5.29,29.91,14.78,13.83,21.59,35.880001,39.169998
8/1/2019,294.84,26.530001,165.649994,35.68,5.03,28.610001,14.38,13.62,21.18,35.52,37.299999
8/2/2019,292.62,26.129999,161,35.509998,4.39,28.01,14.14,13.44,20.84,35.060001,37.759998
8/5/2019,283.82,25.639999,153.669998,34.619999,4.27,26.17,13.55,13.09,20.98,33.740002,34.889999
8/6/2019,287.80,26.059999,157.429993,34.779999,4.3,26.48,13,13,20.799999,34.27,36.139999
8/7/2019,287.97,26.42,159.169998,33.23,4.41,26.57,14.82,13.03,20.299999,34.41,36.09
8/8/2019,293.62,26.940001,162.220001,33.5,4.45,27.540001,15.5,13.33,20.33,35.009998,36.75
8/9/2019,291.62,26.74,159.119995,33.310001,4.31,27.1,15.24,13.27,20.049999,35.259998,35.529999
8/12/2019,288.07,26.18,159.309998,32.68,4.25,27.16,14.89,13.16,20.309999,33.900002,35.529999
8/13/2019,292.55,26.370001,164.029999,33.130001,4.21,30.66,14.45,13.15,20.65,34.68,36.470001
8/14/2019,283.90,25.860001,162.059998,31.719999,4.07,29.629999,13.89,13.07,20.58,32.84,35.009998
8/15/2019,284.65,25.92,166.970001,31.42,3.98,30.16,13.3,13.17,20.6,32.759998,35.360001
8/16/2019,288.85,26.290001,174.600006,32.400002,4.01,31.290001,13.75,13.28,21.200001,33.43,37.080002
8/19/2019,292.33,26.52,178.279999,32.950001,4.01,31.58,13.7,13.32,21.360001,33.459999,42.310001
8/20/2019,290.09,26.200001,177.210007,32.299999,4.06,31.42,13.32,13.16,21.059999,32.939999,42.189999
8/21/2019,292.45,26.16,175.240005,32.599998,4.12,30.74,13.49,13.06,21.059999,33.040001,41.43
8/22/2019,292.36,26.120001,171.910004,32.77,4.2,29.49,13.51,13.2,20.209999,32.880001,40.189999
8/23/2019,284.85,25.49,164.539993,31.77,3.96,28.77,13.06,12.96,19.1,31.549999,39.619999
8/26/2019,288.00,25.709999,165.899994,32.209999,3.96,29.74,13.17,13.05,19.16,31.83,40.310001
8/27/2019,286.87,25.48,166.199997,31.889999,3.87,29.92,12.79,12.99,19.110001,31.389999,40.349998
8/28/2019,288.89,25.77,167.479996,32.860001,3.9,30.299999,12.98,13.02,19.35,31.969999,40.759998
8/29/2019,292.58,26.16,172.809998,33.490002,3.93,30.74,13.25,13.13,19.09,32.259998,41.610001
8/30/2019,292.45,26.110001,175.029999,33.740002,3.87,30.5,13.09,13.18,19.209999,32.049999,41.369999
9/3/2019,290.74,25.6,172.410004,32.889999,3.82,29.450001,12.98,13.17,19.030001,31.74,43.43
9/4/2019,294.04,26.280001,174.330002,33.25,3.91,29.879999,13.26,13.25,19.129999,32.299999,45
9/5/2019,297.82,26.690001,178.940002,34.200001,4.09,30.84,13.61,13.18,19.030001,33.279999,46.25
9/6/2019,298.05,26.559999,176.690002,34.139999,4.12,31.08,13.73,13.22,19.1,32.880001,46.900002
9/9/2019,298.20,26.25,177.779999,35.720001,4.36,31.48,14.28,13.41,19.709999,33.709999,49.610001
9/10/2019,298.13,26.120001,174.990005,36.279999,4.62,30.870001,14.75,13.56,19.58,33.799999,50.209999
9/11/2019,300.25,26.120001,176.089996,36.209999,4.67,31.07,14.9,13.66,19.77,33.93,49.810001
9/12/2019,301.29,26.120001,178.240005,36.369999,4.56,31.52,14.72,13.46,19.52,33.849998,48.970001
9/13/2019,301.09,25.950001,179.169998,36.830002,4.56,31.23,15.04,13.3,20.709999,34.18,50.169998
9/16/2019,300.16,26.26,177.070007,36.959999,4.64,30.85,15.09,13.3,21.440001,33.889999,49.790001
9/17/2019,300.92,26.35,179,36.400002,4.57,31.17,14.9,13.17,21.48,33.959999,49.77
9/18/2019,301.10,26.389999,180,36.610001,4.52,31.040001,14.7,13.14,21.51,34.080002,49.009998
9/19/2019,301.08,26.110001,180.460007,36.169998,4.56,31.049999,14.49,13.2,21.190001,34.040001,49.41
9/20/2019,298.28,25.85,182.509995,35.880001,4.66,30.940001,14.41,13.09,20.469999,33.860001,47.830002
9/23/2019,298.21,26.120001,176.979996,35.869999,4.77,30.33,14.77,13.27,20.51,34.119999,47.57
9/24/2019,295.87,25.98,171.550003,35.27,4.47,29.41,14,13.03,20.379999,33.669998,45.610001
9/25/2019,297.62,26,176.660004,35.599998,4.62,29.99,14.21,13.11,20.26,33.849998,46.740002
9/26/2019,297.00,25.879999,175,35.16,4.68,29.58,13.84,13.2,20.370001,33.66,45.98
9/27/2019,295.40,25.809999,165.979996,35.380001,5.025,27.82,13.73,13.34,20.190001,33.619999,44.549999
9/30/2019,296.77,25.51,167.229996,35.369999,5.185,28.209999,13.08,13.35,20.450001,34.09,44.75
10/1/2019,293.24,25.530001,165.149994,34.200001,5.28,28.190001,12.48,13.01,20.299999,33.150002,44.560001
10/2/2019,288.06,25.030001,165.770004,33.5,5.13,28.059999,11.91,12.91,20.370001,32.169998,43.919998
10/3/2019,290.42,24.709999,169.479996,33.43,4.155,28.799999,11.6,13.04,20.610001,32.25,46.200001
10/4/2019,294.35,25.129999,170.339996,33.759998,3.97,28.99,11.62,13.09,20.9,32.639999,47.57
10/7/2019,293.08,24.950001,168.320007,33.939999,3.7,28.85,11.45,13.01,21.059999,32.419998,48.200001
10/8/2019,288.53,24.4,161.929993,32.580002,3.44,27.73,11.06,12.79,21.25,31.4,46.27
10/9/2019,291.27,24.700001,165.190002,32.990002,3.505,28.379999,11.34,12.82,20.559999,32.150002,46.790001
10/10/2019,293.24,24.879999,166.070007,33.77,3.38,28.58,11.53,12.68,20.83,32.490002,47.720001
10/11/2019,296.28,25.110001,172.940002,34.48,3.74,29.709999,11.81,12.8,20.82,33.040001,48.52
10/14/2019,295.95,25.110001,171.160004,34.560001,3.64,29.83,11.89,12.79,20.969999,33.119999,48.57
10/15/2019,298.88,25.450001,175.289993,35.119999,3.66,31,12.18,12.86,20.75,33.689999,49.32
10/16/2019,298.40,25.139999,177.119995,35.130001,3.67,31.24,12.26,12.82,20.75,33.490002,50.990002
10/17/2019,299.28,25.34,176.850006,35.009998,3.8,30.74,12.62,12.81,20.85,33.98,50.25
10/18/2019,297.97,25.27,169.130005,35.32,3.61,29.93,12.26,12.82,20.889999,34.290001,47.549999
10/21/2019,299.99,25.57,173.520004,35.580002,3.65,31.030001,12.73,12.98,20.73,35.060001,49.110001
10/22/2019,299.01,25.389999,169.889999,35.939999,3.77,30.27,12.9,13.11,20.549999,34.970001,48.68
10/23/2019,299.88,25.440001,169.919998,35.98,3.88,30.76,12.8,13.19,20.65,35.09,47.970001
10/24/2019,300.37,25.299999,172.550003,35.580002,3.85,30.719999,12.8,13.17,20.83,35.009998,48.34
10/25/2019,301.60,25.049999,174.309998,35.849998,3.96,31.16,12.83,13.25,20.73,35.290001,49.209999
10/28/2019,303.30,25.219999,178.679993,36.169998,4.05,31.73,13.23,13.26,20.34,35.68,50.009998
10/29/2019,303.21,25.34,176.889999,35.73,4.14,31.780001,13.12,13.38,20.32,35.790001,49.360001
10/30/2019,304.14,25.91,177.529999,35.5,4.1,31.690001,13.01,13.66,20.35,35.59,49.16
10/31/2019,303.33,25.08,176.669998,35.16,4.16,31.15,12.64,13.47,20.52,35.369999,49.189999
11/1/2019,306.14,25.5,176.460007,36.049999,4.37,31.49,13.42,13.52,20.24,35.740002,50.790001
11/4/2019,307.37,25.209999,179.690002,37.150002,4.46,33.119999,13.72,13.71,20.67,36.200001,52.540001
11/5/2019,307.03,25.059999,182,37.900002,4.46,32.98,13.2,13.39,20.459999,36.279999,52.330002
11/6/2019,307.10,24.889999,184.160004,37.68,4.44,32.869999,14.73,13.47,20.540001,36.82,51.619999
11/7/2019,308.18,24.959999,186.660004,38.189999,4.445,33.279999,14.65,13.78,20.440001,36.959999,54.650002
11/8/2019,308.94,24.76,187.160004,38.52,4.71,33.23,14.76,13.7,20.370001,36.939999,54.669998
11/11/2019,308.35,24.459999,186.710007,38.380001,4.48,33.209999,14.4,13.73,19.940001,36.889999,53.610001
11/12/2019,309.00,24.25,186.970001,38.389999,4.56,33.57,14.16,13.47,19.469999,36.889999,53.470001
11/13/2019,309.10,24.23,182.479996,37.900002,4.61,33.369999,14.27,13.48,19.559999,36.560001,52.779999
11/14/2019,309.55,24.17,182.800003,37.57,4.68,33.57,14,13.57,19.780001,36.73,43.439999
11/15/2019,311.79,24.18,185.490005,38,4.59,33.549999,13.53,13.57,20.059999,37.049999,43.549999
11/18/2019,312.02,23.790001,184.610001,38,4.16,32.799999,13.32,13.58,19.83,37.110001,42.25
11/19/2019,311.93,23.73,185.25,38.029999,4.03,32.439999,13.11,13.62,19.719999,36.919998,41.669998
11/20/2019,310.77,23.65,182.350006,38,4.02,31.68,13.04,13.52,19.92,36.560001,40.66
11/21/2019,310.27,23.65,184.860001,38.110001,4,32.169998,12.86,13.38,20.25,36.77,41.43
11/22/2019,310.96,23.469999,186.779999,38.59,4.04,31.950001,13.08,13.49,20.309999,36.900002,41.700001
11/25/2019,313.37,23.469999,190.449997,38.740002,4.01,32.639999,13.59,13.43,20.27,37.330002,42.779999
11/26/2019,314.08,23.43,194.699997,38.490002,3.9,32.860001,13.55,13.54,19.809999,37.389999,43.25
11/27/2019,315.48,23.469999,200.820007,38.650002,3.98,33.150002,13.54,13.52,19.65,37.380001,43.389999
11/29/2019,314.31,23.549999,200,38.459999,4.04,32.650002,13.81,13.59,19.66,37.41,42.810001
12/2/2019,311.64,23.33,196.309998,38.310001,3.83,32.290001,13.22,13.41,19.639999,37.139999,43.610001
12/3/2019,309.55,22.73,194.899994,37.759998,3.86,32.029999,12.68,13.64,19.77,36.82,42.93
12/4/2019,311.46,22.959999,193.740005,38.360001,3.9,31.559999,12.63,13.8,19.889999,37.48,42.82
12/5/2019,312.02,23.1,200,38.560001,4.04,32.540001,12.74,13.75,19.48,37.490002,43.860001
12/6/2019,314.87,23.209999,201.889999,39.029999,4.16,32.93,13.03,13.8,19.74,37.759998,44.169998
12/9/2019,313.88,22.91,198.740005,38.950001,4.14,33.25,13.02,13.93,20.09,37.560001,43.77
12/10/2019,313.53,23.219999,200.449997,39.330002,4.3,33.259998,12.91,13.92,20.200001,37.419998,42.900002
12/11/2019,314.42,23.139999,204.639999,39.139999,4.28,33.240002,12.83,13.73,20.290001,37.139999,42.91
12/12/2019,317.13,23.700001,204.5,40.560001,4.36,33.82,13.02,13.55,20.32,37.689999,43.540001
12/13/2019,317.32,23.49,204.910004,40.119999,4.42,34,13.01,13.56,20.01,37.689999,43.529999
12/16/2019,319.50,23.75,206.970001,40.290001,4.43,34.639999,13.05,13.49,20.15,37.18,44.939999
12/17/2019,319.57,23.99,208.179993,40.529999,4.42,34.689999,12.96,13.49,20,36.91,45.349998
12/18/2019,319.59,23.870001,210,40.400002,4.36,34.439999,12.82,13.64,20.23,36.790001,46.099998
12/19/2019,320.90,23.82,210.130005,40.310001,4.365,34.779999,12.31,13.77,19.82,36.439999,46.27
12/20/2019,320.73,23.74,212.25,40.540001,4.4,35.310001,12.43,13.81,19.700001,36.740002,46.25
12/23/2019,321.22,23.68,214.830002,40.439999,4.4,36.259998,12.67,13.81,20.200001,36.330002,47.119999
12/24/2019,321.23,23.629999,214.259995,40.509998,4.57,36.279999,12.89,13.85,20.24,36.32,47.209999
12/26/2019,322.94,23.5,216.380005,40.75,4.19,36.240002,12.93,13.88,20.559999,36.259998,47.77
12/27/2019,322.86,23.290001,215.470001,40.48,4.295,35.93,12.53,13.94,20.24,36.290001,47.07
12/30/2019,321.08,23.25,212.910004,40.43,4.275,35.400002,12.4,13.8,19.959999,36.049999,46.34
12/31/2019,321.86,23.370001,212.100006,40.610001,4.34,35.23,12.62,13.92,20.209999,36.009998,46.349998
1/2/2020,324.87,23.459999,219.770004,40.75,4.4,37.73,12.25,13.65,20.25,36.209999,51.060001
1/3/2020,322.41,23.17,217,39.91,4.32,37.990002,12.23,13.78,20.889999,35.689999,50.130001
1/6/2020,323.64,23.040001,216.639999,39.700001,4.47,38,12.1,13.88,21.190001,35.68,49.279999
1/7/2020,322.73,22.889999,217.630005,39.450001,4.4,38.32,11.89,13.72,21.299999,35.18,48.900002
1/8/2020,324.45,22.950001,218,39.759998,4.42,38.299999,11.93,13.78,21.450001,35.450001,49.060001
1/9/2020,326.65,22.959999,221.779999,40.02,4.42,38.900002,12.18,13.78,21.42,35.43,47.970001
1/10/2020,325.71,22.83,223.830002,39.52,4.27,39.110001,11.87,13.9,21.65,35.470001,46.860001
1/13/2020,327.95,22.68,230.479996,39.860001,4.26,40.310001,12.09,13.99,22,35.41,51.689999
1/14/2020,327.45,22.610001,226.490005,40.009998,4.15,40.290001,12.4,13.9,22.700001,35.400002,50.41
1/15/2020,328.19,22.84,225.059998,38.98,4.24,39.779999,12.44,14.04,22.42,35.200001,50.369999
1/16/2020,330.92,23.059999,223.940002,39.59,4.31,39.560001,12.64,14.14,22.139999,35.48,48
1/17/2020,331.95,23.110001,227.429993,40.869999,4.29,40.349998,12.72,14.05,22.23,35.759998,46.790001
1/21/2020,331.30,23.110001,222.259995,40.09,4.38,40.060001,12.47,14.1,21.950001,35.720001,44.130001
1/22/2020,331.34,23.73,222.369995,40.150002,4.4,40.970001,12.57,14.07,21.65,36.419998,43.959999
1/23/2020,331.72,23.889999,219.130005,39.860001,4.42,40.77,12.55,14.22,21.469999,36.200001,44.299999
1/24/2020,328.77,23.49,213.75,39.130001,4.44,39.549999,12.21,14.18,21.309999,32.630001,43.560001
1/27/2020,323.50,22.799999,205.470001,38.099998,4.33,37.650002,11.72,14.09,20.93,32.200001,43.139999
1/28/2020,326.89,23.18,210.229996,38.009998,4.46,38.91,11.74,14.13,20.620001,32.57,43.459999
1/29/2020,326.62,26.1,212.020004,37.619999,4.16,39.139999,11.89,14.13,20.639999,32.639999,43.919998
1/30/2020,327.68,26.719999,208.580002,37.91,4.07,38.490002,11.98,14.2,20.530001,33.119999,43.849998
1/31/2020,321.73,26.620001,206.589996,37.279999,3.94,37.689999,11.72,14.06,19.65,32.41,42.619999
2/3/2020,324.12,26.65,213.100006,37.68,4.09,39.200001,11.36,14.11,19.75,32.419998,44.110001
2/4/2020,329.06,26.59,222.880005,38.290001,4.15,40.349998,11.48,14.25,20.530001,32.650002,45.130001
2/5/2020,332.86,26.610001,220.220001,39.509998,4.36,39.939999,12.22,14.29,20.77,33.43,44.279999
2/6/2020,333.98,26.639999,220.899994,38.720001,3.96,40.380001,12.3,14.35,20.440001,33.189999,45.279999
2/7/2020,332.20,26.4,216.529999,38.419998,4.03,39.990002,12.04,14.35,20.24,33.189999,45.299999
2/10/2020,334.68,26.440001,215.770004,38.490002,3.9,40.099998,12.27,14.38,19.950001,33.27,44.75
2/11/2020,335.26,26.6,217.210007,39,4.01,40.779999,13.29,14.43,20.290001,33.330002,44.220001
2/12/2020,337.42,26.690001,224.309998,38.880001,4.09,41.639999,13.37,14.55,20.450001,33.580002,45.380001
2/13/2020,337.06,27.059999,220.360001,38.950001,4.21,42.009998,13.26,14.71,19.83,33.82,44.080002
2/14/2020,337.60,26.73,219.630005,38.669998,4.03,41.970001,13.17,14.84,19.459999,33.75,43.560001
2/18/2020,336.73,26.610001,220.520004,37.959999,4.08,42.32,13.16,14.67,19.41,33.27,41.689999
2/19/2020,338.34,26.58,222.139999,38.349998,4.055,42.950001,12.98,14.26,18.84,33.369999,42.950001
2/20/2020,336.95,26.66,218.039993,38.779999,4.03,41.48,13.09,14.47,18.51,33.639999,43.73
2/21/2020,333.48,26.66,212.589996,37.610001,3.9,40.419998,13.03,14.47,18.43,33.330002,43.279999
2/24/2020,322.42,26.27,206.160004,36.060001,3.81,39.369999,11.87,14.29,18.469999,32.25,42.759998
2/25/2020,312.65,25.83,205.610001,34.439999,3.67,38.84,11.13,13.59,17.48,30.76,43.380001
2/26/2020,311.50,25.969999,208.740005,33.689999,3.61,39.919998,10.42,13.29,16.9,30.59,41.389999
2/27/2020,297.51,25.6,205.029999,32.439999,3.67,38.400002,10.33,12.51,16.299999,29.68,41
2/28/2020,296.26,24.4,208,31.690001,3.795,38.509998,11.01,12.15,17.110001,29.1,42.139999
3/2/2020,309.09,24.049999,210.979996,33.32,3.81,43.299999,11.22,12.45,16.99,30.389999,42.619999
3/3/2020,300.24,23.48,207.410004,31.15,3.935,41.459999,10.63,12.3,16.27,28.870001,42.66
3/4/2020,312.86,24.66,211.960007,31.709999,4.04,43.91,10.81,12.52,16.360001,30.139999,43.740002
3/5/2020,302.46,23.18,211.460007,29.77,3.74,44.619999,10.25,12.1,16.09,29.26,43.459999
3/6/2020,297.46,22.809999,204.639999,27.98,3.7,42.16,10.13,11.84,15.1,28.25,41.959999
3/9/2020,274.23,19.99,197.660004,22.76,3.33,39.91,9.72,10.58,10.97,25.02,39.75
3/10/2020,288.42,21.26,206.389999,25.41,3.64,41.799999,10.26,10.98,12.5,26.27,41.82
3/11/2020,274.36,20.610001,198.910004,23.34,3.31,41.529999,9.41,10.1,12.22,24.49,39.779999
3/12/2020,248.11,18.6,185.100006,21.25,2.69,38.259998,8.56,9.15,9.49,21.67,36.610001
3/13/2020,269.32,19.82,194,23.66,2.72,39.709999,9.03,9.71,11.03,24.129999,38.009998
3/16/2020,239.85,15.92,178.850006,18.51,2.01,35.240002,7.96,7.9,9,17.85,33.119999
3/17/2020,252.80,15.47,184.809998,19.110001,2.29,38.349998,9.02,8.03,8.79,17.459999,34.130001
3/18/2020,240.00,13.08,180,15.32,2.11,37.700001,8.38,6.78,7.51,13.93,30.33
3/19/2020,240.51,12.48,180.880005,17.370001,2.64,37.209999,9.45,7.15,8.6,14.6,33.34
3/20/2020,228.80,11.49,181.300003,17.52,2.48,37.66,8.72,6.86,9.96,13.41,33.389999
3/23/2020,222.95,10.11,176.339996,15.87,2.33,38.610001,7.9,6.76,8.75,12.8,34.080002
3/24/2020,243.15,12.9,185.75,17.799999,2.57,41.009998,8.72,7.45,9.02,14.74,35.439999
3/25/2020,246.79,15.7,188.559998,17.709999,2.61,41.349998,9.06,8.07,9.5,16.66,34.959999
3/26/2020,261.20,16.09,195.320007,20.719999,2.7,42.009998,9.22,8.8,10,19.030001,35.75
3/27/2020,253.42,14.87,188.589996,19.959999,2.48,40.150002,8.4,9,9.53,17.1,33.529999
3/30/2020,261.65,14.62,191.270004,19.65,2.64,40.389999,8.21,8.83,8.76,16.77,32.860001
3/31/2020,257.75,13.91,194.479996,18.809999,2.62,40.5,7.85,8.8,9.98,16.09,33.110001
4/1/2020,246.15,12.37,187.559998,17.299999,2.49,40.91,7.21,8.22,9.67,14.51,32
4/2/2020,251.83,12.83,188.899994,17.42,2.35,40.080002,7.19,8.05,10.01,14.31,32.330002
4/3/2020,248.19,11.87,187.110001,16.940001,2.29,39.889999,7.11,8.05,9.2,13.25,32
4/6/2020,264.86,13.17,196.449997,18.790001,2.53,41.560001,7.41,8.8,9.93,15.49,33.880001
4/7/2020,265.13,14,198,19.530001,2.55,41.990002,7.88,9.15,10.26,16.120001,36.639999
4/8/2020,274.03,14.96,195.979996,20.530001,2.73,41.169998,8.04,9.51,10.34,16.82,35.540001
4/9/2020,278.20,16.52,196.369995,22.110001,2.71,42.16,9.18,10.01,11.27,17.620001,35.619999
4/13/2020,275.66,15.18,199.440002,21.190001,2.88,42.779999,8.62,9.68,11.07,16.219999,34.389999
4/14/2020,283.79,14.49,204.779999,20.33,3.08,43.860001,8.1,9.7,11.8,15.9,35.240002
4/15/2020,277.76,13.56,208.169998,18.58,2.66,44.599998,7.54,9.37,10.81,14.95,34.900002
4/16/2020,279.10,12.63,212.660004,17.190001,2.58,47.5,7.39,8.99,10.51,14.17,35.810001
4/17/2020,286.64,13.92,209.5,19.870001,2.82,46.150002,7.85,9.14,11.59,15.62,36.689999
4/20/2020,281.59,13.34,212.130005,20.299999,2.84,45.200001,7.73,8.54,11.37,15.59,36.259998
4/21/2020,273.04,12.53,207.339996,19.290001,2.745,43.240002,7.39,8.36,11.1,15.17,35.459999
4/22/2020,279.10,12.37,209.960007,19.58,2.77,44.990002,6.69,8.39,11.63,16.049999,35.939999
4/23/2020,279.08,12.73,205.240005,20.25,2.89,44.939999,6.56,8.41,13.02,16.1,35.950001
4/24/2020,282.97,12.97,204.360001,20.6,2.97,45.049999,6.64,8.36,13.48,16.969999,36.490002
4/27/2020,287.05,13.47,203.690002,22.43,3.24,45.580002,6.9,8.73,13.6,17.620001,37.18
4/28/2020,285.73,14.68,201.149994,22.290001,3.31,43.580002,7.3,8.98,14.13,18.74,36.650002
4/29/2020,293.21,17.049999,206.699997,23.33,3.55,44.34,8.22,9.77,15.25,21.049999,36.860001
4/30/2020,290.48,15.59,202.669998,22.389999,3.52,43.099998,7.67,9.65,14.69,19.790001,37.529999
5/1/2020,282.79,14.94,194.479996,21.42,3.3,41.380001,7.26,8.95,13.5,18.51,34.98
5/4/2020,283.57,15.08,191.149994,21.200001,3.25,42.25,7.14,8.58,13.32,18.43,34.599998
5/5/2020,286.19,15.09,195.020004,21.18,3.21,43.119999,6.69,8.62,13.23,18,35.009998
5/6/2020,284.25,15.01,195.169998,20.540001,3.25,43.299999,5.89,8.24,12.86,17.299999,35.970001
5/7/2020,287.68,15.41,196.490005,21.25,3.37,44.759998,5.82,8.5,11.99,17.99,36.880001
5/8/2020,292.44,15.79,201.190002,22.200001,3.445,46.779999,5.95,8.85,12.16,18.620001,36.490002
5/11/2020,292.50,15.1,205.399994,21.08,3.35,46.720001,5.81,8.65,11.52,17.73,36.369999
5/12/2020,286.67,14.2,200.309998,20.129999,3.4,47.029999,5.64,8.16,11.7,16.98,36.07
5/13/2020,281.60,13.29,199.460007,19.33,3.54,47.810001,5.26,7.33,12.14,15.87,35.029999
5/14/2020,284.97,14.74,201.300003,20.15,3.5,48.959999,5.33,7.52,12.7,17.07,34.549999
5/15/2020,286.28,14.4,203.679993,19.92,3.81,50.849998,5.41,7.39,13.08,16.540001,35.060001
5/18/2020,295.00,15.62,215.279999,21.58,3.91,55.529999,5.67,7.95,13.46,17.959999,36.599998
5/19/2020,291.97,15.53,217.199997,20.67,4.025,54.259998,5.3,7.74,13.25,17.629999,35.889999
5/20/2020,296.93,15.83,216.789993,21.67,4.135,54.310001,5.55,7.77,13.2,18.110001,34.32
5/21/2020,294.88,15.59,212.160004,21.35,4.2,52.57,5.36,7.82,13.61,18.129999,33.09
5/22/2020,295.44,15.47,199.699997,21.280001,4.16,49.900002,5.26,7.45,13.36,17.85,29.879999
